key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
2160,ATTACHMENT AND RELIGIOSITY IN ADOLESCENCE: CROSS-SECTIONAL AND LONGITUDINAL EVALUATIONS,2002,1,1,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,0146-1672,28,2,260,GRANQVIST P,10.1177/0146167202282011,,SAGE PUBLICATIONS INC,,, 
2161,PEER RELATIONS IN THE TRANSITION TO ADOLESCENCE,2002,1,1,"ADVANCES IN CHILD DEVELOPMENT AND BEHAVIOR, VOL 29",0065-2407,29,,195,HOWES C and AIKINS JW,10.1016/S0065-2407(02)80055-6,,ACADEMIC PRESS INC,,, 
2162,FAMILY THERAPY AND DIALECTICAL BEHAVIOR THERAPY WITH ADOLESCENTS: PART II: A THEORETICAL REVIEW,2002,1,1,AMERICAN JOURNAL OF PSYCHOTHERAPY,0002-9564,56,4,585,WOODBERRY KA and MILLER AL and GLINSKI J and INDIK J and MITCHELL AG,NA,,"AMER PSYCHIATRIC PUBLISHING, INC",,, 
2163,"INTENSITY OF EMOTIONS, EMOTIONAL REGULATION, AND GOAL FRAMING: HOW ARE THEY RELATED TO ADOLESCENTS' CHOICE OF COPING STRATEGIES ?",2002,1,1,ANXIETY STRESS AND COPING,1061-5806,15,4,401,BOEKAERTS M,10.1080/1061580021000056546,,TAYLOR & FRANCIS LTD,,, 
2164,THE EFFECT OF PARENT TRAINING ON HYPERACTIVITY AND INATTENTION IN THREE SCHOOL-AGED GIRLS WITH ATTENTION DEFICIT HYPERACTIVITY DISORDER,2002,1,1,CHILD & FAMILY BEHAVIOR THERAPY,0731-7107,24,3,21,SMITH MD and BARRETT MS,10.1300/J019V24N03_02,,HAWORTH PRESS INC,,, 
2165,EMOTIONAL AND BEHAVIORAL PROBLEMS AS MEASURED BY THE YSR - GENDER AND AGE DIFFERENCES IN SPANISH ADOLESCENTS,2002,1,1,EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,1015-5759,18,2,149,ABAD J and FORNS M and GOMEZ J,10.1027//1015-5759.18.2.149,,HOGREFE & HUBER PUBLISHERS,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
2166,EXPERIENCED EMOTION AND AFFECT RECOGNITION IN ADULT ATTENTION-DEFICIT HYPERACTIVITY DISORDER,2002,1,1,NEUROPSYCHOLOGY,0894-4105,16,1,102,RAPPORT LJ and FRIEDMAN SL and TZELEPIS A and VAN VOORHIS A,10.1037//0894-4105.16.1.102,,AMER PSYCHOLOGICAL ASSOC,,, 
2167,THE ADJUSTMENT OF PARENTALLY BEREAVED CHILDREN: I. FACTORS ASSOCIATED WITH SHORT-TERM ADJUSTMENT,2002,1,1,OMEGA-JOURNAL OF DEATH AND DYING,0030-2228,46,1,15,KALTER N and LOHNES KL and CHASIN J and CAIN AC and DUNNING S and ROWAN J,NA,,BAYWOOD PUBL CO INC,,, 
2168,PARENTAL EFFICACY: PREDICTOR OF PARENTING BEHAVIOR AND ADOLESCENT OUTCOMES,2002,1,1,PARENTING-SCIENCE AND PRACTICE,1529-5192,2,2,127,SHUMOW L and LOMAX R,10.1207/S15327922PAR0202_03,,LAWRENCE ERLBAUM ASSOC INC-TAYLOR & FRANCIS,,, 
2169,IS AMERICAN STUDENT BEHAVIOR GETTING WORSE? TEACHER RATINGS OVER AN 18-YEAR PERIOD,2002,1,1,SCHOOL PSYCHOLOGY REVIEW,0279-6015,31,3,428,ACHENBACH TM and DUMENCI L and RESCORLA LA,NA,,NATL ASSN SCHOOL PSYCHOLOGISTS,,, 
2170,SIBLING RELATIONSHIPS AND SOCIAL-EMOTIONAL ADJUSTMENT IN DIFFERENT FAMILY CONTEXTS,2002,1,1,SOCIAL DEVELOPMENT,0961-205X,11,4,571,DEATER-DECKARD K and DUNN J,10.1111/1467-9507.00216,,BLACKWELL PUBL LTD,,, 
2171,SOCIOCULTURAL FACTORS INFLUENCING ADOLESCENT PREFERENCE AND USE OF NATIVE HAWAIIAN HEALERS,2001,1,1,COMPLEMENTARY THERAPIES IN MEDICINE,0965-2299,9,4,224,BELL CK and GOEBERT DA and ANDRADE NN and JOHNSON RC and MCDERMOTT JF and HISHINUMA ES and CARLTON BS and WALDRON JA and MAKINI GK and MIYAMOTO RH,10.1016/S0965-2299(02)90000-2,,CHURCHILL LIVINGSTONE,,, 
2172,HETEROGENEITY WITHIN THE GIFTED: HIGHER IQ BOYS EXHIBIT BEHAVIORS RESEMBLING BOYS WITH LEARNING DISABILITIES,2001,1,1,GIFTED CHILD QUARTERLY,0016-9862,45,1,16,SHAYWITZ SE and HOLAHAN JM and FREUDENHEIM DA and FLETCHER JM and MAKUCH RW and SHAYWITZ BA,10.1177/001698620104500103,,NATL ASSOC GIFTED CHILDREN,,, 
2173,"BEHAVIOURAL AND EMOTIONAL PROBLEMS IN CHILDREN WITH INTELLECTUAL DISABILITY ATTENDING SPECIAL SCHOOLS IN CAPE TOWN, SOUTH AFRICA",2001,1,1,JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,0964-2633,45,,515,MOLTENO G and MOLTENO CD and FINCHILESCU G and DAWES ARL,10.1046/J.1365-2788.2001.00368.X,,WILEY,,, 
2174,PSYCHOSOCIAL ADAPTATION OF MIDDLE CHILDHOOD BOYS WITH HYPOSPADIAS AFTER GENITAL SURGERY,2001,1,1,JOURNAL OF PEDIATRIC PSYCHOLOGY,0146-8693,26,8,465,SANDBERG DE and MEYER-BAHLBURG HFL and HENSLE TW and LEVITT SB and KOGAN SJ and REDA EF,10.1093/JPEPSY/26.8.465,,OXFORD UNIV PRESS INC,,, 
2175,SELF-CONCEPT DIFFERENTIATION ACROSS THE ADULT LIFE SPAN,2001,1,1,PSYCHOLOGY AND AGING,0882-7974,16,4,643,DIEHL M and HASTINGS CT and STANTON JM,10.1037/0882-7974.16.4.643,,AMER PSYCHOLOGICAL ASSOC,,, 
2176,SEXUAL ABUSE AND SUICIDE ATTEMPT ASSOCIATED WITH RECENT DEPRESSIVE DISTRESS 16 AND SUICIDE IDEATION IN ADOLESCENTS,2001,1,1,SALUD MENTAL,0185-3325,24,6,16,GONZALEZ-FORTEZA C and LIRA LR and BRAMBILA LEV and VILLARREAL CR,NA,,INST NAC PSIQUIATRIA RAMON FUENTE MUNIZ,,, 
2177,DRINKING OR ABSTAINING AT AGE 14? A GENETIC EPIDEMIOLOGICAL STUDY,2001,1,1,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,0145-6008,25,11,1594,ROSE RJ and DICK DM and VIKEN RJ and PULKKINEN L and KAPRIO J,10.1111/J.1530-0277.2001.TB02166.X,,WILEY,,, 
2178,PREVALENCE AND CORRELATES OF SMOKING AND SEXUAL ACTIVITY AMONG HONG KONG ADOLESCENTS,2001,1,1,JOURNAL OF ADOLESCENT HEALTH,1054-139X,29,5,352,LAM TH and STEWART SM and HO LM,10.1016/S1054-139X(01)00301-9,,ELSEVIER SCIENCE INC,,, 
2179,A YRBS SURVEY OF YOUTH RISK BEHAVIORS AT ALTERNATIVE HIGH SCHOOLS AND MAINSTREAM HIGH SCHOOLS IN HONG KONG,2001,1,1,JOURNAL OF SCHOOL HEALTH,0022-4391,71,9,443,LEE A and TSANG CKK and LEE SH and TO CY,10.1111/J.1746-1561.2001.TB07321.X,,AMER SCHOOL HEALTH ASSOC,,, 
2180,CHILD BEHAVIOR AND EMOTIONAL PROBLEMS IN JAMAICAN CLASSROOMS: A MULTIMETHOD STUDY USING DIRECT OBSERVATIONS AND TEACHER REPORTS FOR AGES 6-11,2001,1,1,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,0147-1767,25,5,545,LAMBERT MC and PUIG M and LYUBANSKY M and ROWAN GT and HILL M and MILBURN B and HANNAH SD,10.1016/S0147-1767(01)00022-0,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
2181,USING PARENTAL RATINGS TO STUDY THE ETIOLOGY OF 3-YEAR-OLD TWINS' PROBLEM BEHAVIORS: DIFFERENT VIEWS OR RATER BIAS?,2001,1,1,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY AND ALLIED DISCIPLINES,0021-9630,42,7,921,VAN DER VALK JC and VAN DEN OORD EJCG and VERHULST FC and BOOMSMA DI,10.1111/1469-7610.00788,,CAMBRIDGE UNIV PRESS,,, 
2182,PARENTAL ATTACHMENT AND ADOLESCENTS' EMOTIONAL ADJUSTMENT: THE ASSOCIATIONS WITH SOCIAL SKILLS AND RELATIONAL COMPETENCE,2001,1,1,JOURNAL OF COUNSELING PSYCHOLOGY,0022-0167,48,4,428,ENGELS RCME and FINKENAUER C and MEEUS W and DEKOVIC M,10.1037/0022-0167.48.4.428,,AMER PSYCHOLOGICAL ASSOC,,, 
2183,THE TREATING EXPERT: A HYBRID ROLE WITH FIRM BOUNDARIES,2001,1,1,PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,0735-7028,32,5,469,GREENBERG LR and GOULD JW,10.1037//0735-7028.32.5.469,,AMER PSYCHOLOGICAL ASSOC,,, 
2184,SOCIAL AND EMOTIONAL ADJUSTMENT IN YOUNG SURVIVORS OF CHILDHOOD CANCER,2001,1,1,SUPPORTIVE CARE IN CANCER,0941-4355,9,7,489,STAM H and GROOTENHUIS MA and LAST BF,10.1007/S005200100271,,SPRINGER,,, 
2185,PSYCHOLOGICAL ASSESSMENTS BEFORE AND AFTER TREATMENT OF EARLY PUBERTY IN ADOPTED CHILDREN,2001,1,1,ACTA PAEDIATRICA,0803-5253,90,9,965,MUL D and VERSLUIS-DEN BIEMAN HJM and SLIJPER FME and OOSTDIJK W and WAELKENS JJJ and DROP SLS,NA,,WILEY,,, 
2186,DOES BULLYING CAUSE EMOTIONAL PROBLEMS? A PROSPECTIVE STUDY OF YOUNG TEENAGERS,2001,1,1,BRITISH MEDICAL JOURNAL,0959-535X,323,7311,480,BOND L and CARLIN JB and THOMAS L and RUBIN K and PATTON G,10.1136/BMJ.323.7311.480,,BRITISH MED JOURNAL PUBL GROUP,,, 
2187,PARENTAL FACILITATION OF ADOLESCENT MENTAL HEALTH SERVICE UTILIZATION: A CONCEPTUAL AND EMPIRICAL REVIEW,2001,1,1,CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,0969-5893,8,3,319,LOGAN DE and KING CA,10.1093/CLIPSY/8.3.319,,WILEY-BLACKWELL,,, 
2188,SELF-REPORTED COMPETENCIES AND PROBLEMS AMONG SWEDISH ADOLESCENTS: A NORMATIVE STUDY OF THE YSR,2001,1,1,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,1018-8827,10,3,186,BROBERG AG and EKEROTH K and GUSTAFSSON PA and HANSSON K and HAGGLOF B and IVARSSON T and LARSSON B,10.1007/S007870170025,,DR DIETRICH STEINKOPFF VERLAG,,, 
2189,PEDSQL (TM) 4.0: RELIABILITY AND VALIDITY OF THE PEDIATRIC QUALITY OF LIFE INVENTORY (TM) VERSION 4.0 GENERIC CORE SCALES IN HEALTHY AND PATIENT POPULATIONS,2001,1,1,MEDICAL CARE,0025-7079,39,8,800,VARNI JW and SEID M and KURTIN PS,10.1097/00005650-200108000-00006,,LIPPINCOTT WILLIAMS & WILKINS,,, 
2190,ATTACHMENT AND DEPRESSION - IMPLICATIONS FOR FAMILY THERAPY,2001,1,1,CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA,1056-4993,10,3,465,SEXSON SB and GLANVILLE DN and KASLOW NJ,NA,,W B SAUNDERS CO,,, 
2191,WHEN GIRLS VERSUS BOYS PLAY ALONE: NONSOCIAL PLAY AND ADJUSTMENT IN KINDERGARTEN,2001,1,1,DEVELOPMENTAL PSYCHOLOGY,0012-1649,37,4,464,COPLAN RJ and GAVINSKI-MOLINA MH and LAGACE-SEGUIN DG and WICHMANN C,10.1037//0012-1649.37.4.464,,AMER PSYCHOLOGICAL ASSOC,,, 
2192,ATTACHMENT AND ADOLESCENTS' EMOTION REGULATION DURING A JOINT PROBLEM-SOLVING TASK WITH A FRIEND,2001,1,1,INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT,0165-0254,25,4,331,ZIMMERMANN P and MAIER MA and WINTER M and GROSSMANN KE,10.1080/01650250143000157,,SAGE PUBLICATIONS LTD,,, 
2193,ANNOTATION: RECENT RESEARCH EXAMINING THE ROLE OF PEER RELATIONSHIPS IN THE DEVELOPMENT OF PSYCHOPATHOLOGY,2001,1,1,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY AND ALLIED DISCIPLINES,0021-9630,42,5,565,DEATER-DECKARD K,10.1017/S0021963001007272,,CAMBRIDGE UNIV PRESS,,, 
2194,BEHAVIORAL AND EMOTIONAL PROBLEMS IN CHINESE ADOLESCENTS: PARENT AND TEACHER REPORTS,2001,1,1,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,0890-8567,40,7,828,LIU XC and SUN ZX and NEIDERHISER JM and UCHIYAMA M and OKAWA M and ROGAN W,10.1097/00004583-200107000-00018,,ELSEVIER SCIENCE INC,,, 
2195,CHILD AND ADOLESCENT PSYCHIATRY IN GENERAL PRACTICE,2001,1,1,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,0004-8674,35,3,308,GARRALDA E,10.1046/J.1440-1614.2001.00904.X,,BLACKWELL SCIENCE ASIA,,, 
2196,COPING AND PSYCHOLOGICAL DISTRESS IN CHILDREN INVOLVED IN ROAD TRAFFIC ACCIDENTS,2001,1,1,BRITISH JOURNAL OF CLINICAL PSYCHOLOGY,0144-6657,40,,197,STALLARD P and VELLEMAN R and LANGSFORD J and BALDWIN S,10.1348/014466501163643,,BRITISH PSYCHOLOGICAL SOC,,, 
2197,PERCEIVED DISCRIMINATION AND PSYCHOLOGICAL ADJUSTMENT AMONG RUSSIAN-SPEAKING IMMIGRANT ADOLESCENTS IN FINLAND,2001,1,1,INTERNATIONAL JOURNAL OF PSYCHOLOGY,0020-7594,36,3,174,JASINSKAJA-LAHTI I and LIEBKIND K,10.1080/00207590042000074,,PSYCHOLOGY PRESS,,, 
2198,PSYCHOSOCIAL FUNCTIONING AND DENTAL FACTORS IN ADOLESCENTS WITH TEMPOROMANDIBULAR DISORDERS: A CASE-CONTROL STUDY,2001,1,1,JOURNAL OF OROFACIAL PAIN,1064-6655,15,3,218,LIST T and WAHLUND K and LARSSON B,NA,,QUINTESSENCE PUBLISHING CO INC,,, 
2199,CROSS-CONTEXT AGREEMENT OF THE ADJUSTMENT SCALES FOR CHILDREN AND ADOLESCENTS,2001,1,1,JOURNAL OF PSYCHOEDUCATIONAL ASSESSMENT,0734-2829,19,2,123,SCHAEFER BA and WATKINS MW and CANIVEZ GL,10.1177/073428290101900202,,PSYCHOEDUCATIONAL CORP,,, 
2200,ROAD RAGE: A PSYCHIATRIC PHENOMENON?,2001,1,1,SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,0933-7954,36,6,277,FONG G and FROST D and STANSFELD S,10.1007/S001270170045,,SPRINGER HEIDELBERG,,, 
2201,BEHAVIOURAL PROFILES OF CHILDREN AND ADOLESCENTS AFTER PRE- OR PERINATAL UNILATERAL BRAIN DAMAGE,2001,1,1,BRAIN,0006-8950,124,,995,TRAUNER DA and NASS R and BALLANTYNE A,10.1093/BRAIN/124.5.995,,OXFORD UNIV PRESS,,, 
2202,EMOTIONAL COMPETENCE AND WILLINGNESS TO SEEK HELP FROM PROFESSIONAL AND NONPROFESSIONAL SOURCES,2001,1,1,BRITISH JOURNAL OF GUIDANCE & COUNSELLING,0306-9885,29,2,233,CIARROCHI JV and DEANE FP,10.1080/03069880020047157,,CARFAX PUBLISHING,,, 
2203,THE INFLUENCE OF SCHOOL ENVIRONMENT AND SELF-REGULATION ON TRANSITIONS BETWEEN STAGES OF CIGARETTE SMOKING: A MULTILEVEL ANALYSIS,2001,1,1,HEALTH PSYCHOLOGY,0278-6133,20,3,196,NOVAK SP and CLAYTON RR,10.1037/0278-6133.20.3.196,,AMER PSYCHOLOGICAL ASSOC,,, 
2204,MASSACHUSETTS YOUTH SCREENING INSTRUMENT FOR MENTAL HEALTH NEEDS OF JUVENILE JUSTICE YOUTHS,2001,1,1,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,0890-8567,40,5,541,GRISSO T and BARNUM R and FLETCHER KE and CAUFFMAN E and PEUSCHOLD D,10.1097/00004583-200105000-00013,,LIPPINCOTT WILLIAMS & WILKINS,,, 
2205,REACTIONS OF RUSSIAN ADOLESCENTS TO RE REWARD AND PUNISHMENT: A CROSS-CULTURAL STUDY OF THE GRAY-WILSON PERSONALITY QUESTIONNAIRE,2001,1,1,PERSONALITY AND INDIVIDUAL DIFFERENCES,0191-8869,30,7,1211,SLOBODSKAYA HR and SAFRONOVA MV and KNYAZEV GG and WILSON GD,10.1016/S0191-8869(00)00104-5,,PERGAMON-ELSEVIER SCIENCE LTD,,," RAYYAN-INCLUSION: {""Caspar""=>""Included""}"
2206,BULLYING BEHAVIORS AMONG US YOUTH - PREVALENCE AND ASSOCIATION WITH PSYCHOSOCIAL ADJUSTMENT,2001,1,1,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,0098-7484,285,16,2094,NANSEL TR and OVERPECK M and PILLA RS and RUAN WJ and SIMONS-MORTON B and SCHEIDT P,10.1001/JAMA.285.16.2094,,AMER MEDICAL ASSOC,,, 
2207,IMPACT OF THE THREAT OF WAR ON CHILDREN IN MILITARY FAMILIES,2001,1,1,AMERICAN JOURNAL OF ORTHOPSYCHIATRY,0002-9432,71,2,236,RYAN-WENGER NA,10.1037/0002-9432.71.2.236,,AMER ORTHOPSYCHIATRIC ASSOC,,, 
2208,IDENTIFICATION AND MANAGEMENT OF PSYCHOSOCIAL PROBLEMS BY PREVENTIVE CHILD HEALTH CARE,2001,1,1,ARCHIVES OF PEDIATRICS & ADOLESCENT MEDICINE,1072-4710,155,4,462,BRUGMAN E and REIJNEVELD SA and VERHULST FC and VERLOOVE-VANHORICK SP,10.1001/ARCHPEDI.155.4.462,,AMER MEDICAL ASSOC,,, 
2209,PSYCHOSOCIAL ASPECTS OF THE ORGAN TRANSPLANT EXPERIENCE: WHAT HAS BEEN ESTABLISHED AND WHAT WE NEED FOR THE FUTURE,2001,1,1,JOURNAL OF CLINICAL PSYCHOLOGY,0021-9762,57,4,521,ENGLE D,10.1002/JCLP.1027,,WILEY-BLACKWELL,,, 
2210,EFFECTS OF AN EARLY INTERVENTION GROUP PROGRAM FOR ANXIOUS AND DEPRESSED ADOLESCENTS: A PILOT STUDY,2001,1,1,PSYCHOLOGICAL REPORTS,0033-2941,88,2,481,MURIS P and BOGIE N and HOOGSTEDER A,10.2466/PR0.88.2.481-482,,PSYCHOLOGICAL REPORTS,,, 
2211,"LOW BIRTH WEIGHT, DEVELOPMENTAL MILESTONES, AND BEHAVIORAL PROBLEMS IN CHINESE CHILDREN AND ADOLESCENTS",2001,1,1,PSYCHIATRY RESEARCH,0165-1781,101,2,115,LIU XC and SUN ZX and NEIDERHISER JM and UCHIYAMA M and OKAWA M,10.1016/S0165-1781(00)00244-4,,ELSEVIER IRELAND LTD,,, 
2212,GENDER DIFFERENCES IN PSYCHOLOGICAL WELL-BEING OF MEXICAN EARLY ADOLESCENTS,2001,1,1,ADOLESCENCE,0001-8449,36,141,47,BENJET C and HERNANDEZ-GUZMAN L,NA,,LIBRA PUBLISHERS INC,,, 
2213,"PREVENTION OF ADOLESCENT DRUG ABUSE: TARGETING HIGH-RISK CHILDREN WITH A MULTIFACETED INTERVENTION MODEL - THE EARLY RISERS ""SKILLS FOR SUCCESS"" PROGRAM",2001,1,1,APPLIED & PREVENTIVE PSYCHOLOGY,0962-1849,10,2,135,AUGUST GJ and REALMUTO GM and WINTERS KC and HEKTNER JM,10.1017/S0962184902010053,,CAMBRIDGE UNIV PRESS,,, 
2214,"COGNITIVE, AND BEHAVIOURAL AND EMOTIONAL FUNCTIONING OF YOUNG CHILDREN AWAITING ELECTIVE CARDIAC SURGERY OR CATHETER INTERVENTION",2001,1,1,CARDIOLOGY IN THE YOUNG,1047-9511,11,2,153,UTENS EMW and VERSLUIS-DEN BIEMAN HJ and WITSENBURG M and BOGERS AJJC and VERHULST FC and HESS J,10.1017/S104795110100004X,,CAMBRIDGE UNIV PRESS,,, 
2215,"THE ""TEST-TUBE"" GENERATION: PARENT-CHILD RELATIONSHIPS AND THE PSYCHOLOGICAL WELL-BEING OF IN VITRO FERTILIZATION CHILDREN AT ADOLESCENCE",2001,1,1,CHILD DEVELOPMENT,0009-3920,72,2,599,GOLOMBOK S and MACCALLUM F and GOODMAN E,10.1111/1467-8624.00299,,BLACKWELL PUBLISHERS,,, 
2216,FAMILY PROCESSES IN ADOLESCENT DEPRESSION,2001,1,1,CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,1096-4037,4,1,19,SHEEBER L and HOPS H and DAVIS B,10.1023/A:1009524626436,,SPRINGER/PLENUM PUBLISHERS,,, 
2217,SUICIDAL THOUGHTS AND ATTEMPTS AMONG ADOLESCENTS: A LONGITUDINAL 8-YEAR FOLLOW-UP STUDY,2001,1,1,JOURNAL OF AFFECTIVE DISORDERS,0165-0327,63,1,59,SOURANDER A and HELSTELA L and HAAVISTO A and BERGROTH L,10.1016/S0165-0327(00)00158-0,,ELSEVIER SCIENCE BV,,, 
2218,CONDITIONAL ASSOCIATIONS BETWEEN PARENTAL BEHAVIOR AND ADOLESCENT PROBLEMS: A SEARCH FOR PERSONALITY-ENVIRONMENT INTERACTIONS,2001,1,1,JOURNAL OF RESEARCH IN PERSONALITY,0092-6566,35,1,1,O'CONNOR BP and DVORAK T,10.1006/JRPE.2000.2295,,ACADEMIC PRESS INC,,, 
2219,SCHOOL SOCIAL CLIMATE AND INDIVIDUAL DIFFERENCES IN VULNERABILITY TO PSYCHOPATHOLOGY AMONG MIDDLE SCHOOL STUDENTS,2001,1,1,JOURNAL OF SCHOOL PSYCHOLOGY,0022-4405,39,2,141,KUPERMINC GP and LEADBEATER BJ and BLATT SJ,10.1016/S0022-4405(01)00059-0,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
2220,THE BEHAVIORAL AND EMOTIONAL PROBLEMS OF FORMER UNACCOMPANIED REFUGEE CHILDREN 3-4 YEARS AFTER THEIR RETURN TO VIETNAM,2001,1,1,CHILD ABUSE & NEGLECT,0145-2134,25,2,249,LOUGHRY M and FLOURI E,10.1016/S0145-2134(00)00240-4,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
2221,"ECONOMIC STATUS, COMMUNITY DANGER AND PSYCHOLOGICAL PROBLEMS AMONG SOUTH AFRICAN CHILDREN",2001,1,1,CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,0907-5682,8,1,115,BARBARIN OA and RICHTER L,10.1177/0907568201008001007,,SAGE PUBLICATIONS LTD,,, 
2222,LACK OF MENTAL WELL-BEING IN 15-YEAR-OLDS: AN UNDISCLOSED ICEBERG?,2001,1,1,FAMILY PRACTICE,0263-2136,18,1,95,POTTS Y and GILLIES ML and WOOD SF,10.1093/FAMPRA/18.1.95,,OXFORD UNIV PRESS,,, 
2223,AUTONOMY AND RELATEDNESS IN FAMILY INTERACTIONS WITH DEPRESSED ADOLESCENTS,2001,1,1,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,29,1,11,PAVLIDIS K and MCCAULEY E,10.1023/A:1005295328151,,KLUWER ACADEMIC/PLENUM PUBL,,, 
2224,PRACTITIONER REVIEW: PSYCHOLOGICAL SEQUELAE OF HEAD INJURY IN CHILDREN AND ADOLESCENTS,2001,1,1,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY AND ALLIED DISCIPLINES,0021-9630,42,2,165,MIDDLETON JA,10.1017/S0021963001006667,,CAMBRIDGE UNIV PRESS,,, 
2225,LONGITUDINAL COURSE OF BEHAVIORAL AND EMOTIONAL PROBLEMS IN WILLIAMS SYNDROME,2001,1,1,AMERICAN JOURNAL ON MENTAL RETARDATION,0895-8017,106,1,73,EINFELD SL and TONGE BJ and REES VW,10.1352/0895-8017(2001)106<0073:LCOBAE>2.0.CO;2,,AMER ASSOC MENTAL RETARDATION,,, 
2226,"A ""NATURAL EXPERIMENT"" IN CHILDREARING ECOLOGIES AND ADOLESCENTS' ATTACHMENT AND SEPARATION REPRESENTATIONS",2001,1,1,CHILD DEVELOPMENT,0009-3920,72,1,236,SCHARF M,10.1111/1467-8624.00276,,BLACKWELL PUBLISHERS,,, 
2227,ATTACHMENT THEORY IN ADOLESCENCE AND ITS RELEVANCE TO DEVELOPMENTAL PSYCHOPATHOLOGY,2001,1,1,CLINICAL PSYCHOLOGY & PSYCHOTHERAPY,1063-3995,8,1,15,BROWN LS and WRIGHT J,NA,,JOHN WILEY & SONS LTD,,, 
2228,IMPACT OF PEDIATRIC EPILEPSY ON THE FAMILY: A NEW SCALE FOR CLINICAL AND RESEARCH USE,2001,1,1,EPILEPSIA,0013-9580,42,1,104,CAMFIELD C and BREAU L and CAMFIELD P,10.1046/J.1528-1157.2001.081420.X,,LIPPINCOTT WILLIAMS & WILKINS,,, 
2229,FOSTER FAMILY CHARACTERISTICS AND BEHAVIORAL AND EMOTIONAL PROBLEMS OF FOSTER CHILDREN: A NARRATIVE REVIEW,2001,1,1,FAMILY RELATIONS,0197-6664,50,1,3,ORME JG and BUEHLER C,10.1111/J.1741-3729.2001.00003.X,,WILEY-BLACKWELL,,, 
2230,EARLY CORRELATES OF BEHAVIOURAL AND EMOTIONAL PROBLEMS IN CHILDREN AND ADOLESCENTS WITH SEVERE INTELLECTUAL DISABILITIES: A PRELIMINARY STUDY,2001,1,1,JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,1360-2322,14,4,381,HASTINGS RP and MOUNT RH,10.1046/J.13602322.2001.00079.X,,WILEY-BLACKWELL,,, 
2231,"BEHAVIORAL AND EMOTIONAL PROBLEMS IN INDIGENOUS SAMI, ETHNOCULTURAL KVEN AND MAJORITY NORWEGIAN ADOLESCENTS IN NORTHERN NORWAY: THE IMPACT OF ETHNIC AND CULTURAL FACTORS",2001,1,1,NORDIC JOURNAL OF PSYCHIATRY,0803-9488,55,3,212,[ANONYMOUS],NA,,INFORMA HEALTHCARE,,, 
2232,"SOCIAL, EDUCATIONAL, AND PSYCHOLOGICAL CORRELATES OF WEIGHT STATUS IN ADOLESCENTS",2001,1,1,OBESITY RESEARCH,1071-7323,9,1,32,FALKNER NH and NEUMARK-SZTAINER D and STORY M and JEFFERY RW and BEUHRING T and RESNICK MD,10.1038/OBY.2001.5,,NORTH AMER ASSOC STUDY OBESITY,,, 
2233,RELATIONSHIPS WITH TEACHERS AND BONDS WITH SCHOOL: SOCIAL EMOTIONAL ADJUSTMENT CORRELATES FOR CHILDREN WITH AND WITHOUT DISABILITIES,2001,1,1,PSYCHOLOGY IN THE SCHOOLS,0033-3085,38,1,25,MURRAY C and GREENBERG MT,10.1002/1520-6807(200101)38:1<25::AID-PITS4>3.0.CO;2-C,,JOHN WILEY & SONS INC,,, 
2234,THE CORE AND CORRELATES OF AFFECTIVE SOCIAL COMPETENCE,2001,1,1,SOCIAL DEVELOPMENT,0961-205X,10,1,120,EISENBERG N,10.1111/1467-9507.00151,,BLACKWELL PUBL LTD,,, 
2235,"PSYCHOLOGICAL DISTRESS, HOPELESSNESS AND WELFARE",2001,1,1,WOMEN & HEALTH,0363-0242,32,1,79,PETTERSON SM and FRIEL LV,10.1300/J013V32N01_04,,HAWORTH PRESS INC,,, 
